clock_tick,event_type,source_node,target_node,value,details
0,epr_created,,,1.0,"{""epr_id"":145}"
0,epr_created,,,1.0,"{""epr_id"":146}"
0,epr_created,,,1.0,"{""epr_id"":147}"
0,epr_created,,,1.0,"{""epr_id"":148}"
0,epr_created,,,1.0,"{""epr_id"":149}"
0,epr_created,,,1.0,"{""epr_id"":150}"
0,epr_created,,,1.0,"{""epr_id"":151}"
0,epr_created,,,1.0,"{""epr_id"":152}"
0,epr_created,,,1.0,"{""epr_id"":153}"
0,epr_created,,,1.0,"{""epr_id"":154}"
0,epr_created,,,1.0,"{""epr_id"":155}"
0,epr_created,,,1.0,"{""epr_id"":156}"
0,epr_created,,,1.0,"{""epr_id"":157}"
0,epr_created,,,1.0,"{""epr_id"":158}"
0,epr_created,,,1.0,"{""epr_id"":159}"
0,epr_created,,,1.0,"{""epr_id"":160}"
0,epr_created,,,1.0,"{""epr_id"":161}"
0,epr_created,,,1.0,"{""epr_id"":162}"
0,epr_created,,,1.0,"{""epr_id"":163}"
0,epr_created,,,1.0,"{""epr_id"":164}"
0,epr_created,,,1.0,"{""epr_id"":165}"
0,epr_created,,,1.0,"{""epr_id"":166}"
0,epr_created,,,1.0,"{""epr_id"":167}"
0,epr_created,,,1.0,"{""epr_id"":168}"
0,epr_created,,,1.0,"{""epr_id"":169}"
0,link_request_attempt,2,1,1,
1,epr_created,,,0.81,"{""epr_id"":170}"
1,echp_success,2,1,0.81,
1,link_request_success,2,1,0.81,
1,link_request_attempt,1,5,1,
2,epr_created,,,0.6561000000000001,"{""epr_id"":171}"
2,echp_low_fidelity,1,5,0.6561000000000001,
2,link_request_attempt,1,5,2,
3,epr_created,,,0.5314410000000002,"{""epr_id"":172}"
3,echp_low_fidelity,1,5,0.5314410000000002,
3,link_request_attempt,1,5,3,
4,epr_created,,,0.43046721000000004,"{""epr_id"":173}"
4,echp_low_fidelity,1,5,0.43046721000000004,
4,link_request_attempt,1,5,4,
5,epr_created,,,0.3486784401000001,"{""epr_id"":174}"
5,echp_low_fidelity,1,5,0.3486784401000001,
5,link_request_attempt,1,5,5,
6,epr_created,,,0.28242953648100005,"{""epr_id"":175}"
6,echp_low_fidelity,1,5,0.28242953648100005,
6,link_request_attempt,1,5,6,
7,epr_created,,,0.22876792454961006,"{""epr_id"":176}"
7,echp_low_fidelity,1,5,0.22876792454961006,
7,link_request_attempt,1,5,7,
8,epr_created,,,0.1853020188851842,"{""epr_id"":177}"
8,echp_low_fidelity,1,5,0.1853020188851842,
8,link_request_attempt,1,5,8,
9,epr_created,,,0.15009463529699918,"{""epr_id"":178}"
9,echp_low_fidelity,1,5,0.15009463529699918,
9,link_request_attempt,1,5,9,
10,qubit_created,0,,,"{""qubit_id"":120}"
10,qubit_created,0,,,"{""qubit_id"":121}"
10,qubit_created,0,,,"{""qubit_id"":122}"
10,qubit_created,0,,,"{""qubit_id"":123}"
10,qubit_created,0,,,"{""qubit_id"":124}"
10,qubit_created,1,,,"{""qubit_id"":125}"
10,qubit_created,1,,,"{""qubit_id"":126}"
10,qubit_created,1,,,"{""qubit_id"":127}"
10,qubit_created,1,,,"{""qubit_id"":128}"
10,qubit_created,1,,,"{""qubit_id"":129}"
10,qubit_created,2,,,"{""qubit_id"":130}"
10,qubit_created,2,,,"{""qubit_id"":131}"
10,qubit_created,2,,,"{""qubit_id"":132}"
10,qubit_created,2,,,"{""qubit_id"":133}"
10,qubit_created,2,,,"{""qubit_id"":134}"
10,qubit_created,3,,,"{""qubit_id"":135}"
10,qubit_created,3,,,"{""qubit_id"":136}"
10,qubit_created,3,,,"{""qubit_id"":137}"
10,qubit_created,3,,,"{""qubit_id"":138}"
10,qubit_created,3,,,"{""qubit_id"":139}"
10,qubit_created,4,,,"{""qubit_id"":140}"
10,qubit_created,4,,,"{""qubit_id"":141}"
10,qubit_created,4,,,"{""qubit_id"":142}"
10,qubit_created,4,,,"{""qubit_id"":143}"
10,qubit_created,4,,,"{""qubit_id"":144}"
10,qubit_created,5,,,"{""qubit_id"":145}"
10,qubit_created,5,,,"{""qubit_id"":146}"
10,qubit_created,5,,,"{""qubit_id"":147}"
10,qubit_created,5,,,"{""qubit_id"":148}"
10,qubit_created,5,,,"{""qubit_id"":149}"
10,qubit_created,6,,,"{""qubit_id"":150}"
10,qubit_created,6,,,"{""qubit_id"":151}"
10,qubit_created,6,,,"{""qubit_id"":152}"
10,qubit_created,6,,,"{""qubit_id"":153}"
10,qubit_created,6,,,"{""qubit_id"":154}"
10,qubit_created,7,,,"{""qubit_id"":155}"
10,qubit_created,7,,,"{""qubit_id"":156}"
10,qubit_created,7,,,"{""qubit_id"":157}"
10,qubit_created,7,,,"{""qubit_id"":158}"
10,qubit_created,7,,,"{""qubit_id"":159}"
10,qubit_created,8,,,"{""qubit_id"":160}"
10,qubit_created,8,,,"{""qubit_id"":161}"
10,qubit_created,8,,,"{""qubit_id"":162}"
10,qubit_created,8,,,"{""qubit_id"":163}"
10,qubit_created,8,,,"{""qubit_id"":164}"
10,qubit_created,9,,,"{""qubit_id"":165}"
10,qubit_created,9,,,"{""qubit_id"":166}"
10,qubit_created,9,,,"{""qubit_id"":167}"
10,qubit_created,9,,,"{""qubit_id"":168}"
10,qubit_created,9,,,"{""qubit_id"":169}"
10,qubit_created,10,,,"{""qubit_id"":170}"
10,qubit_created,10,,,"{""qubit_id"":171}"
10,qubit_created,10,,,"{""qubit_id"":172}"
10,qubit_created,10,,,"{""qubit_id"":173}"
10,qubit_created,10,,,"{""qubit_id"":174}"
10,qubit_created,11,,,"{""qubit_id"":175}"
10,qubit_created,11,,,"{""qubit_id"":176}"
10,qubit_created,11,,,"{""qubit_id"":177}"
10,qubit_created,11,,,"{""qubit_id"":178}"
10,qubit_created,11,,,"{""qubit_id"":179}"
10,qubits_regenerated,,,,"{""host_count"":12,""amount_per_host"":5}"
10,epr_created,,,1.0,"{""epr_id"":179}"
10,echp_success,1,5,1.0,
10,link_request_success,1,5,1.0,
10,link_request_attempt,5,9,1,
11,epr_created,,,0.81,"{""epr_id"":180}"
11,echp_success,5,9,0.81,
11,link_request_success,5,9,0.81,
11,route_lookup,2,9,,
11,route_found,2,9,3,
13,epr_request_failed,2,9,5,"{""created"":0}"
13,nepr_failed,2,9,5,"{""reason"":""entanglement_failed"",""created"":0}"
13,link_request_attempt,2,5,1,
14,epr_created,,,0.43046721000000004,"{""epr_id"":181}"
14,echp_low_fidelity,2,5,0.43046721000000004,
14,link_request_attempt,2,5,2,
15,epr_created,,,0.3486784401000001,"{""epr_id"":182}"
15,echp_low_fidelity,2,5,0.3486784401000001,
15,link_request_attempt,2,5,3,
16,epr_created,,,0.28242953648100005,"{""epr_id"":183}"
16,echp_low_fidelity,2,5,0.28242953648100005,
16,link_request_attempt,2,5,4,
17,epr_created,,,0.07976644307687256,"{""epr_id"":184}"
17,echp_low_fidelity,2,5,0.07976644307687256,
17,link_request_attempt,2,5,5,
18,epr_created,,,0.06461081889226677,"{""epr_id"":185}"
18,echp_low_fidelity,2,5,0.06461081889226677,
18,link_request_attempt,2,5,6,
19,link_request_attempt,2,5,7,
20,qubit_created,0,,,"{""qubit_id"":180}"
20,qubit_created,0,,,"{""qubit_id"":181}"
20,qubit_created,0,,,"{""qubit_id"":182}"
20,qubit_created,0,,,"{""qubit_id"":183}"
20,qubit_created,0,,,"{""qubit_id"":184}"
20,qubit_created,1,,,"{""qubit_id"":185}"
20,qubit_created,1,,,"{""qubit_id"":186}"
20,qubit_created,1,,,"{""qubit_id"":187}"
20,qubit_created,1,,,"{""qubit_id"":188}"
20,qubit_created,1,,,"{""qubit_id"":189}"
20,qubit_created,2,,,"{""qubit_id"":190}"
20,qubit_created,2,,,"{""qubit_id"":191}"
20,qubit_created,2,,,"{""qubit_id"":192}"
20,qubit_created,2,,,"{""qubit_id"":193}"
20,qubit_created,2,,,"{""qubit_id"":194}"
20,qubit_created,3,,,"{""qubit_id"":195}"
20,qubit_created,3,,,"{""qubit_id"":196}"
20,qubit_created,3,,,"{""qubit_id"":197}"
20,qubit_created,3,,,"{""qubit_id"":198}"
20,qubit_created,3,,,"{""qubit_id"":199}"
20,qubit_created,4,,,"{""qubit_id"":200}"
20,qubit_created,4,,,"{""qubit_id"":201}"
20,qubit_created,4,,,"{""qubit_id"":202}"
20,qubit_created,4,,,"{""qubit_id"":203}"
20,qubit_created,4,,,"{""qubit_id"":204}"
20,qubit_created,5,,,"{""qubit_id"":205}"
20,qubit_created,5,,,"{""qubit_id"":206}"
20,qubit_created,5,,,"{""qubit_id"":207}"
20,qubit_created,5,,,"{""qubit_id"":208}"
20,qubit_created,5,,,"{""qubit_id"":209}"
20,qubit_created,6,,,"{""qubit_id"":210}"
20,qubit_created,6,,,"{""qubit_id"":211}"
20,qubit_created,6,,,"{""qubit_id"":212}"
20,qubit_created,6,,,"{""qubit_id"":213}"
20,qubit_created,6,,,"{""qubit_id"":214}"
20,qubit_created,7,,,"{""qubit_id"":215}"
20,qubit_created,7,,,"{""qubit_id"":216}"
20,qubit_created,7,,,"{""qubit_id"":217}"
20,qubit_created,7,,,"{""qubit_id"":218}"
20,qubit_created,7,,,"{""qubit_id"":219}"
20,qubit_created,8,,,"{""qubit_id"":220}"
20,qubit_created,8,,,"{""qubit_id"":221}"
20,qubit_created,8,,,"{""qubit_id"":222}"
20,qubit_created,8,,,"{""qubit_id"":223}"
20,qubit_created,8,,,"{""qubit_id"":224}"
20,qubit_created,9,,,"{""qubit_id"":225}"
20,qubit_created,9,,,"{""qubit_id"":226}"
20,qubit_created,9,,,"{""qubit_id"":227}"
20,qubit_created,9,,,"{""qubit_id"":228}"
20,qubit_created,9,,,"{""qubit_id"":229}"
20,qubit_created,10,,,"{""qubit_id"":230}"
20,qubit_created,10,,,"{""qubit_id"":231}"
20,qubit_created,10,,,"{""qubit_id"":232}"
20,qubit_created,10,,,"{""qubit_id"":233}"
20,qubit_created,10,,,"{""qubit_id"":234}"
20,qubit_created,11,,,"{""qubit_id"":235}"
20,qubit_created,11,,,"{""qubit_id"":236}"
20,qubit_created,11,,,"{""qubit_id"":237}"
20,qubit_created,11,,,"{""qubit_id"":238}"
20,qubit_created,11,,,"{""qubit_id"":239}"
20,qubits_regenerated,,,,"{""host_count"":12,""amount_per_host"":5}"
20,epr_expired,,,,"{""epr_id"":""(2, 5)"",""channel"":""(2, 5)""}"
20,epr_created,,,1.0,"{""epr_id"":186}"
20,echp_success,2,5,1.0,
20,link_request_success,2,5,1.0,
20,link_request_attempt,5,9,1,
21,epr_expired,,,,"{""epr_id"":170,""channel"":""(2, 1)""}"
21,epr_created,,,0.81,"{""epr_id"":187}"
21,echp_success,5,9,0.81,
21,link_request_success,5,9,0.81,
21,route_lookup,2,9,,
21,route_found,2,9,2,
22,qubit_expired,0,,,"{""qubit_id"":0}"
22,qubit_expired,0,,,"{""qubit_id"":1}"
22,qubit_expired,0,,,"{""qubit_id"":2}"
22,qubit_expired,0,,,"{""qubit_id"":3}"
22,qubit_expired,0,,,"{""qubit_id"":4}"
22,qubit_expired,0,,,"{""qubit_id"":5}"
22,qubit_expired,0,,,"{""qubit_id"":6}"
22,qubit_expired,0,,,"{""qubit_id"":7}"
22,qubit_expired,0,,,"{""qubit_id"":8}"
22,qubit_expired,0,,,"{""qubit_id"":9}"
22,qubit_expired,1,,,"{""qubit_id"":10}"
22,qubit_expired,2,,,"{""qubit_id"":20}"
22,qubit_expired,2,,,"{""qubit_id"":21}"
22,qubit_expired,2,,,"{""qubit_id"":22}"
22,qubit_expired,2,,,"{""qubit_id"":23}"
22,qubit_expired,2,,,"{""qubit_id"":24}"
22,qubit_expired,2,,,"{""qubit_id"":25}"
22,qubit_expired,2,,,"{""qubit_id"":26}"
22,qubit_expired,2,,,"{""qubit_id"":27}"
22,qubit_expired,2,,,"{""qubit_id"":28}"
22,qubit_expired,3,,,"{""qubit_id"":30}"
22,qubit_expired,3,,,"{""qubit_id"":31}"
22,qubit_expired,3,,,"{""qubit_id"":32}"
22,qubit_expired,3,,,"{""qubit_id"":33}"
22,qubit_expired,3,,,"{""qubit_id"":34}"
22,qubit_expired,3,,,"{""qubit_id"":35}"
22,qubit_expired,3,,,"{""qubit_id"":36}"
22,qubit_expired,3,,,"{""qubit_id"":37}"
22,qubit_expired,3,,,"{""qubit_id"":38}"
22,qubit_expired,3,,,"{""qubit_id"":39}"
22,qubit_expired,4,,,"{""qubit_id"":40}"
22,qubit_expired,4,,,"{""qubit_id"":41}"
22,qubit_expired,4,,,"{""qubit_id"":42}"
22,qubit_expired,4,,,"{""qubit_id"":43}"
22,qubit_expired,4,,,"{""qubit_id"":44}"
22,qubit_expired,4,,,"{""qubit_id"":45}"
22,qubit_expired,4,,,"{""qubit_id"":46}"
22,qubit_expired,4,,,"{""qubit_id"":47}"
22,qubit_expired,4,,,"{""qubit_id"":48}"
22,qubit_expired,4,,,"{""qubit_id"":49}"
22,qubit_expired,6,,,"{""qubit_id"":60}"
22,qubit_expired,6,,,"{""qubit_id"":61}"
22,qubit_expired,6,,,"{""qubit_id"":62}"
22,qubit_expired,6,,,"{""qubit_id"":63}"
22,qubit_expired,6,,,"{""qubit_id"":64}"
22,qubit_expired,6,,,"{""qubit_id"":65}"
22,qubit_expired,6,,,"{""qubit_id"":66}"
22,qubit_expired,6,,,"{""qubit_id"":67}"
22,qubit_expired,6,,,"{""qubit_id"":68}"
22,qubit_expired,6,,,"{""qubit_id"":69}"
22,qubit_expired,7,,,"{""qubit_id"":70}"
22,qubit_expired,7,,,"{""qubit_id"":71}"
22,qubit_expired,7,,,"{""qubit_id"":72}"
22,qubit_expired,7,,,"{""qubit_id"":73}"
22,qubit_expired,7,,,"{""qubit_id"":74}"
22,qubit_expired,7,,,"{""qubit_id"":75}"
22,qubit_expired,7,,,"{""qubit_id"":76}"
22,qubit_expired,7,,,"{""qubit_id"":77}"
22,qubit_expired,7,,,"{""qubit_id"":78}"
22,qubit_expired,7,,,"{""qubit_id"":79}"
22,qubit_expired,8,,,"{""qubit_id"":80}"
